20:43:54    0 ****************************************************
20:43:54    0 ** Dragonfly version 4.15 **
20:43:54    0 ** Game engine started **
20:43:54    0 ****************************************************
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/asteroid-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'asteroid' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/planet-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'planet' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/gameover-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'gameover' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/gamestart-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'gamestart' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/bullet-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'bullet' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/explosion-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'explosion' loaded.
20:43:54    0 ResourceManager::loadSprite(): Loading sprite 'sprites/block-spr.txt'.
20:43:54    0 ResourceManager::loadSprite(): Sprite 'block' loaded.
20:43:55   32 Spawning BulletShooter
20:44:30 1074  BulletShooter: mouse event
20:44:30 1075  BulletShooter: mouse event
20:44:30 1076  BulletShooter: mouse event
20:44:30 1077  BulletShooter: mouse event
20:44:30 1078  BulletShooter: mouse event
20:44:30 1079  BulletShooter: mouse event
20:44:30 1080  BulletShooter: mouse event
20:44:30 1080  BulletShooter: mouse event
20:44:30 1080  BulletShooter: mouse event
20:44:30 1080  BulletShooter: mouse event
20:44:30 1081  BulletShooter: mouse event
20:44:30 1081  BulletShooter: mouse event
20:44:30 1082  BulletShooter: mouse event
20:44:30 1082  BulletShooter: mouse event
20:44:30 1083  BulletShooter: mouse event
20:44:30 1084  BulletShooter: mouse event
20:44:30 1085  BulletShooter: mouse event
20:44:30 1086  BulletShooter: mouse event
20:44:30 1087  BulletShooter: mouse event
20:44:30 1087 BulletShooter: Pew Pew
20:44:30 1087  BulletShooter: mouse event
20:44:30 1087  BulletShooter: mouse event
20:44:30 1087  BulletShooter: mouse event
20:44:30 1088  BulletShooter: mouse event
20:44:30 1088  BulletShooter: mouse event
20:44:30 1089  BulletShooter: mouse event
20:44:30 1089  BulletShooter: mouse event
20:44:30 1090  BulletShooter: mouse event
20:44:30 1090  BulletShooter: mouse event
20:44:30 1091  BulletShooter: mouse event
20:44:30 1092  BulletShooter: mouse event
20:44:30 1093  BulletShooter: mouse event
20:44:30 1093  BulletShooter: mouse event
20:44:30 1093  BulletShooter: mouse event
20:44:30 1094  BulletShooter: mouse event
20:44:30 1094  BulletShooter: mouse event
20:44:30 1095  BulletShooter: mouse event
20:44:30 1096  BulletShooter: mouse event
20:44:30 1096 Removing Asteroid
20:44:30 1096 Removing Asteroid
20:44:30 1097  BulletShooter: mouse event
20:44:30 1098  BulletShooter: mouse event
20:44:30 1099  BulletShooter: mouse event
20:44:30 1099  BulletShooter: mouse event
20:44:30 1100  BulletShooter: mouse event
20:44:31 1101  BulletShooter: mouse event
20:44:31 1103  BulletShooter: mouse event
20:44:31 1104  BulletShooter: mouse event
20:44:31 1104  BulletShooter: mouse event
20:44:31 1104  BulletShooter: mouse event
20:44:31 1105  BulletShooter: mouse event
20:44:31 1105  BulletShooter: mouse event
20:44:31 1106  BulletShooter: mouse event
20:44:31 1106  BulletShooter: mouse event
20:44:31 1107  BulletShooter: mouse event
20:44:31 1107  BulletShooter: mouse event
20:44:31 1108  BulletShooter: mouse event
20:44:31 1109  BulletShooter: mouse event
20:44:31 1109  BulletShooter: mouse event
20:44:31 1110  BulletShooter: mouse event
20:44:31 1111  BulletShooter: mouse event
20:44:31 1111  BulletShooter: mouse event
20:44:31 1111  BulletShooter: mouse event
20:44:31 1111  BulletShooter: mouse event
20:44:31 1112  BulletShooter: mouse event
20:44:31 1113  BulletShooter: mouse event
20:44:31 1113 Removing Asteroid
20:44:31 1113 Removing Asteroid
20:44:31 1114  BulletShooter: mouse event
20:44:31 1115  BulletShooter: mouse event
20:44:31 1116  BulletShooter: mouse event
20:44:31 1116  BulletShooter: mouse event
20:44:31 1117  BulletShooter: mouse event
20:44:31 1119  BulletShooter: mouse event
20:44:31 1119 BlockPlacer: Placing block
20:44:31 1119 Block placed
20:44:31 1119  BulletShooter: mouse event
20:44:31 1119  BulletShooter: mouse event
20:44:31 1120  BulletShooter: mouse event
20:44:31 1120  BulletShooter: mouse event
20:44:31 1121  BulletShooter: mouse event
20:44:31 1122  BulletShooter: mouse event
20:44:31 1122  BulletShooter: mouse event
20:44:31 1123  BulletShooter: mouse event
20:44:31 1123 Block hit by asteroid
20:44:31 1123 Block Destroyed
20:44:31 1124  BulletShooter: mouse event
20:44:31 1125  BulletShooter: mouse event
20:44:31 1129  BulletShooter: mouse event
20:44:31 1130  BulletShooter: mouse event
20:44:31 1130 Removing Asteroid
20:44:31 1130 Removing Asteroid
20:44:32 1131  BulletShooter: mouse event
20:44:32 1132  BulletShooter: mouse event
20:44:32 1132 BulletShooter: Pew Pew
20:44:32 1132  BulletShooter: mouse event
20:44:32 1132  BulletShooter: mouse event
20:44:32 1132  BulletShooter: mouse event
20:44:32 1133  BulletShooter: mouse event
20:44:32 1133  BulletShooter: mouse event
20:44:32 1134  BulletShooter: mouse event
20:44:32 1134  BulletShooter: mouse event
20:44:32 1135  BulletShooter: mouse event
20:44:32 1135  BulletShooter: mouse event
20:44:32 1135 Removing Asteroid
20:44:32 1135 Removing Asteroid
20:44:32 1136  BulletShooter: mouse event
20:44:32 1137  BulletShooter: mouse event
20:44:32 1138  BulletShooter: mouse event
20:44:32 1138  BulletShooter: mouse event
20:44:32 1138  BulletShooter: mouse event
20:44:32 1139  BulletShooter: mouse event
20:44:32 1139  BulletShooter: mouse event
20:44:32 1140  BulletShooter: mouse event
20:44:32 1140  BulletShooter: mouse event
20:44:32 1141  BulletShooter: mouse event
20:44:32 1141  BulletShooter: mouse event
20:44:32 1142  BulletShooter: mouse event
20:44:32 1142  BulletShooter: mouse event
20:44:32 1143  BulletShooter: mouse event
20:44:32 1144  BulletShooter: mouse event
20:44:32 1144  BulletShooter: mouse event
20:44:32 1144  BulletShooter: mouse event
20:44:32 1145  BulletShooter: mouse event
20:44:32 1146  BulletShooter: mouse event
20:44:32 1146 Removing Asteroid
20:44:32 1146 Removing Asteroid
20:44:32 1147  BulletShooter: mouse event
20:44:32 1150  BulletShooter: mouse event
20:44:32 1150  BulletShooter: mouse event
20:44:32 1151  BulletShooter: mouse event
20:44:32 1152  BulletShooter: mouse event
20:44:32 1153  BulletShooter: mouse event
20:44:32 1153  BulletShooter: mouse event
20:44:32 1154  BulletShooter: mouse event
20:44:32 1155  BulletShooter: mouse event
20:44:32 1155  BulletShooter: mouse event
20:44:32 1156  BulletShooter: mouse event
20:44:32 1156  BulletShooter: mouse event
20:44:32 1156  BulletShooter: mouse event
20:44:32 1157  BulletShooter: mouse event
20:44:32 1157  BulletShooter: mouse event
20:44:32 1158  BulletShooter: mouse event
20:44:32 1158  BulletShooter: mouse event
20:44:32 1159  BulletShooter: mouse event
20:44:32 1159 Block hit by asteroid
20:44:32 1160  BulletShooter: mouse event
20:44:32 1160 Removing Asteroid
20:44:32 1160 Removing Asteroid
20:44:32 1161  BulletShooter: mouse event
20:44:33 1162 BulletShooter: Pew Pew
20:44:33 1162  BulletShooter: mouse event
20:44:33 1162  BulletShooter: mouse event
20:44:33 1163  BulletShooter: mouse event
20:44:33 1163 Removing Asteroid
20:44:33 1163 Removing Asteroid
20:44:33 1164  BulletShooter: mouse event
20:44:33 1164 Removing Asteroid
20:44:33 1164 Removing Asteroid
20:44:33 1165  BulletShooter: mouse event
20:44:33 1165  BulletShooter: mouse event
20:44:33 1166  BulletShooter: mouse event
20:44:33 1167 Block hit by asteroid
20:44:33 1168  BulletShooter: mouse event
20:44:33 1168  BulletShooter: mouse event
20:44:33 1168  BulletShooter: mouse event
20:44:33 1169  BulletShooter: mouse event
20:44:33 1170  BulletShooter: mouse event
20:44:33 1171  BulletShooter: mouse event
20:44:33 1172  BulletShooter: mouse event
20:44:33 1174  BulletShooter: mouse event
20:44:33 1175  BulletShooter: mouse event
20:44:33 1176  BulletShooter: mouse event
20:44:33 1177  BulletShooter: mouse event
20:44:33 1178  BulletShooter: mouse event
20:44:33 1179  BulletShooter: mouse event
20:44:33 1180  BulletShooter: mouse event
20:44:33 1180  BulletShooter: mouse event
20:44:33 1180  BulletShooter: mouse event
20:44:33 1181  BulletShooter: mouse event
20:44:33 1181  BulletShooter: mouse event
20:44:33 1182  BulletShooter: mouse event
20:44:33 1182  BulletShooter: mouse event
20:44:33 1182 Removing Asteroid
20:44:33 1182 Removing Asteroid
20:44:33 1183  BulletShooter: mouse event
20:44:33 1183  BulletShooter: mouse event
20:44:33 1183 Removing Asteroid
20:44:33 1183 Removing Asteroid
20:44:33 1184  BulletShooter: mouse event
20:44:33 1185  BulletShooter: mouse event
20:44:33 1186  BulletShooter: mouse event
20:44:33 1186  BulletShooter: mouse event
20:44:33 1187  BulletShooter: mouse event
20:44:33 1188  BulletShooter: mouse event
20:44:33 1189  BulletShooter: mouse event
20:44:33 1190  BulletShooter: mouse event
20:44:33 1191  BulletShooter: mouse event
20:44:33 1191  BulletShooter: mouse event
20:44:33 1191  BulletShooter: mouse event
20:44:34 1192  BulletShooter: mouse event
20:44:34 1192  BulletShooter: mouse event
20:44:34 1193  BulletShooter: mouse event
20:44:34 1202  BulletShooter: mouse event
20:44:34 1203  BulletShooter: mouse event
20:44:34 1204  BulletShooter: mouse event
20:44:34 1205  BulletShooter: mouse event
20:44:34 1206  BulletShooter: mouse event
20:44:34 1207  BulletShooter: mouse event
20:44:34 1208  BulletShooter: mouse event
20:44:34 1209  BulletShooter: mouse event
20:44:34 1210  BulletShooter: mouse event
20:44:34 1211  BulletShooter: mouse event
20:44:34 1212  BulletShooter: mouse event
20:44:34 1213  BulletShooter: mouse event
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1213 Removing Asteroid
20:44:34 1214  BulletShooter: mouse event
20:44:34 1215  BulletShooter: mouse event
20:44:34 1216  BulletShooter: mouse event
20:44:34 1217  BulletShooter: mouse event
20:44:34 1218  BulletShooter: mouse event
20:44:34 1219  BulletShooter: mouse event
20:44:34 1220  BulletShooter: mouse event
20:44:34 1221  BulletShooter: mouse event
20:44:35 1223  BulletShooter: mouse event
20:44:35 1225  BulletShooter: mouse event
20:44:35 1226  BulletShooter: mouse event
20:44:35 1227  BulletShooter: mouse event
20:44:35 1228  BulletShooter: mouse event
20:44:35 1229  BulletShooter: mouse event
20:44:35 1229 Block hit by asteroid
20:44:35 1229 Block Destroyed
20:44:35 1232  BulletShooter: mouse event
20:44:35 1232  BulletShooter: mouse event
20:44:35 1233  BulletShooter: mouse event
20:44:35 1234  BulletShooter: mouse event
20:44:35 1234 Removing Asteroid
20:44:35 1234 Removing Asteroid
20:44:35 1235  BulletShooter: mouse event
20:44:35 1235 Removing Asteroid
20:44:35 1235 Removing Asteroid
20:44:35 1236  BulletShooter: mouse event
20:44:35 1237  BulletShooter: mouse event
20:44:35 1238  BulletShooter: mouse event
20:44:35 1239  BulletShooter: mouse event
20:44:35 1240  BulletShooter: mouse event
20:44:35 1240  BulletShooter: mouse event
20:44:35 1241  BulletShooter: mouse event
20:44:35 1241  BulletShooter: mouse event
20:44:35 1241 Block hit by asteroid
20:44:35 1242  BulletShooter: mouse event
20:44:35 1243  BulletShooter: mouse event
20:44:35 1243 Block hit by asteroid
20:44:35 1244  BulletShooter: mouse event
20:44:35 1245  BulletShooter: mouse event
20:44:35 1252 Removing Asteroid
20:44:35 1252 Removing Asteroid
20:44:36 1257 Block hit by asteroid
20:44:36 1257 Block Destroyed
20:44:36 1270 Removing Asteroid
20:44:36 1270 Removing Asteroid
20:44:36 1278 Block hit by asteroid
20:44:37 1284 Removing Asteroid
20:44:37 1284 Removing Asteroid
20:44:37 1286 Removing Asteroid
20:44:37 1286 Removing Asteroid
20:44:37 1288 Removing Asteroid
20:44:37 1288 Removing Asteroid
20:44:37 1288 Removing Asteroid
20:44:37 1288 Removing Asteroid
20:44:37 1294 Removing Asteroid
20:44:37 1294 Removing Asteroid
20:44:37 1301 Removing Asteroid
20:44:37 1301 Removing Asteroid
20:44:37 1304 Destroying BulletShooter
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 424)! Pointer is 0000018199A7FC30.
20:44:37 1304 Block Destroyed
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 425)! Pointer is 0000018199A784C0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 426)! Pointer is 0000018199A7DA10.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 427)! Pointer is 0000018199A80D40.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 428)! Pointer is 0000018199A81E50.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 429)! Pointer is 0000018199A7A6E0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 430)! Pointer is 0000018199A7C900.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 431)! Pointer is 0000018199D4AC50.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 432)! Pointer is 0000018199D46810.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 433)! Pointer is 0000018199D434E0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 434)! Pointer is 0000018199D45700.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 435)! Pointer is 0000018199D445F0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 436)! Pointer is 0000018199D545E0.
20:44:37 1304 Block Destroyed
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 437)! Pointer is 0000018199D556F0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 438)! Pointer is 0000018199D4F090.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 439)! Pointer is 0000018199D501A0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 440)! Pointer is 0000018199D5AC40.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 441)! Pointer is 0000018199D56800.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 442)! Pointer is 0000018199D58A20.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 443)! Pointer is 0000018199D5BD50.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 444)! Pointer is 0000018199CAC980.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 445)! Pointer is 0000018199CAB870.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 446)! Pointer is 0000018199CAEBA0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 447)! Pointer is 0000018199CAFCB0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 448)! Pointer is 0000018199CB1ED0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 449)! Pointer is 0000018199CADA90.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 450)! Pointer is 0000018199CB0DC0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 451)! Pointer is 0000018199CBDA80.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 452)! Pointer is 0000018199CBEB90.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 453)! Pointer is 0000018199CBFCA0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 454)! Pointer is 0000018199CC0DB0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 455)! Pointer is 0000018199CBA750.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 456)! Pointer is 0000018199CC2FD0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 457)! Pointer is 0000018199CC8520.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 458)! Pointer is 0000018199CB7420.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 459)! Pointer is 0000018199CB40F0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 460)! Pointer is 0000018199CB9640.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 461)! Pointer is 0000018199CBB860.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 462)! Pointer is 0000018199CC6300.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 463)! Pointer is 0000018199CC7410.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 464)! Pointer is 0000018199CC9630.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 465)! Pointer is 0000018199A6EB30.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 466)! Pointer is 0000018199A795D0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 467)! Pointer is 0000018199A74080.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 468)! Pointer is 0000018199A71E60.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 469)! Pointer is 0000018199A7B7F0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 470)! Pointer is 0000018199A7EB20.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 471)! Pointer is 0000018199D423D0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 472)! Pointer is 0000018199D4DF80.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 473)! Pointer is 0000018199D57910.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 474)! Pointer is 0000018199D512B0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 475)! Pointer is 0000018199D534D0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 476)! Pointer is 0000018199D523C0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 477)! Pointer is 0000018199D5DF70.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 478)! Pointer is 0000018199D5F080.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 479)! Pointer is 0000018199D60190.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 480)! Pointer is 0000018199CB2FE0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 481)! Pointer is 0000018199CB6310.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 482)! Pointer is 0000018199CB5200.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 483)! Pointer is 0000018199CB8530.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 484)! Pointer is 0000018199CC1EC0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 485)! Pointer is 0000018199CC40E0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 486)! Pointer is 0000018199CBC970.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 487)! Pointer is 0000018199CC51F0.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 488)! Pointer is 0000018199D4BD60.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 489)! Pointer is 0000018199D49B40.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 490)! Pointer is 0000018199D47920.
20:44:37 1304 SceneGraph::removeObject(): Error removing Object (id 491)! Pointer is 0000018199D4CE70.
20:44:37 1304 ****************************************************
20:44:37 1304 ** Game engine stopped **
